2015-07-30 00:00:00,8893
2015-07-31 00:00:00,0
2015-08-01 00:00:00,0
2015-08-02 00:00:00,0
2015-08-03 00:00:00,0
2015-08-04 00:00:00,0
2015-08-05 00:00:00,0
2015-08-06 00:00:00,0
2015-08-07 00:00:00,2050
2015-08-08 00:00:00,2881
2015-08-09 00:00:00,1329
2015-08-10 00:00:00,2037
2015-08-11 00:00:00,4963
2015-08-12 00:00:00,2036
2015-08-13 00:00:00,2842
2015-08-14 00:00:00,3174
2015-08-15 00:00:00,2284
2015-08-16 00:00:00,2440
2015-08-17 00:00:00,2512
2015-08-18 00:00:00,2494
2015-08-19 00:00:00,3246
2015-08-20 00:00:00,2303
2015-08-21 00:00:00,3919
2015-08-22 00:00:00,3579
2015-08-23 00:00:00,4190
2015-08-24 00:00:00,4432
2015-08-25 00:00:00,4487
2015-08-26 00:00:00,4156
2015-08-27 00:00:00,5590
2015-08-28 00:00:00,4758
2015-08-29 00:00:00,4139
2015-08-30 00:00:00,4572
2015-08-31 00:00:00,5196
2015-09-01 00:00:00,5153
2015-09-02 00:00:00,5195
2015-09-03 00:00:00,4777
2015-09-04 00:00:00,5642
2015-09-05 00:00:00,5519
2015-09-06 00:00:00,5521
2015-09-07 00:00:00,5702
2015-09-08 00:00:00,5622
2015-09-09 00:00:00,5604
2015-09-10 00:00:00,5341
2015-09-11 00:00:00,6460
2015-09-12 00:00:00,5596
2015-09-13 00:00:00,6057
2015-09-14 00:00:00,5572
2015-09-15 00:00:00,5409
2015-09-16 00:00:00,5872
2015-09-17 00:00:00,5368
2015-09-18 00:00:00,5802
2015-09-19 00:00:00,5205
2015-09-20 00:00:00,6402
2015-09-21 00:00:00,6305
2015-09-22 00:00:00,6804
2015-09-23 00:00:00,7404
2015-09-24 00:00:00,6224
2015-09-25 00:00:00,5851
2015-09-26 00:00:00,5907
2015-09-27 00:00:00,5760
2015-09-28 00:00:00,6123
2015-09-29 00:00:00,5738
2015-09-30 00:00:00,5870
2015-10-01 00:00:00,6421
2015-10-02 00:00:00,6063
2015-10-03 00:00:00,6112
2015-10-04 00:00:00,6624
2015-10-05 00:00:00,6279
2015-10-06 00:00:00,6458
2015-10-07 00:00:00,7121
2015-10-08 00:00:00,6926
2015-10-09 00:00:00,6763
2015-10-10 00:00:00,6529
2015-10-11 00:00:00,6023
2015-10-12 00:00:00,6593
2015-10-13 00:00:00,6818
2015-10-14 00:00:00,6830
2015-10-15 00:00:00,6499
2015-10-16 00:00:00,6795
2015-10-17 00:00:00,6567
2015-10-18 00:00:00,6481
2015-10-19 00:00:00,6604
2015-10-20 00:00:00,5897
2015-10-21 00:00:00,6182
2015-10-22 00:00:00,5979
2015-10-23 00:00:00,6888
2015-10-24 00:00:00,6361
2015-10-25 00:00:00,5830
2015-10-26 00:00:00,5938
2015-10-27 00:00:00,6784
2015-10-28 00:00:00,7346
2015-10-29 00:00:00,7836
2015-10-30 00:00:00,7941
2015-10-31 00:00:00,7557
2015-11-01 00:00:00,6915
2015-11-02 00:00:00,6558
2015-11-03 00:00:00,7399
2015-11-04 00:00:00,7037
2015-11-05 00:00:00,7498
2015-11-06 00:00:00,7882
2015-11-07 00:00:00,10996
2015-11-08 00:00:00,12413
2015-11-09 00:00:00,7689
2015-11-10 00:00:00,8151
2015-11-11 00:00:00,10217
